© Der Bundeswahlleiter, Wiesbaden 2016;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Ergebnisse der Bundestagswahl 1953 nach kreisfreien Städten und Landkreisen – Zweitstimmen –;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Land;Lfd. Nr.;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;F.D.P.;CSU;GB/BHE;BP;DP;DRP;Zentrum;GVP;KPD;DNS;SSW
09;482;Schwabach, Stadt;13796;11995;400;11595;0;3868;1659;3959;455;296;92;783;0;161;182;140;0
09;483;Weißenburg i. Bay, Stadt;8968;7847;227;7620;0;2374;413;3393;478;127;39;454;0;54;285;3;0
09;484;Ansbach;33020;28465;1097;27368;0;3715;1876;15205;3676;1668;369;460;0;166;152;81;0
09;485;Dinkelsbühl;24613;21602;608;20994;0;3688;1281;14375;746;176;101;485;0;46;86;10;0
09;486;Eichstätt;19721;17870;542;17328;0;2804;291;11849;1308;649;77;156;0;24;152;18;0
09;487;Erlangen;17292;14835;732;14103;0;4535;1613;4700;1735;395;211;515;0;152;206;41;0
09;488;Feuchtwangen;23022;19882;686;19196;0;2495;587;13631;1118;938;94;102;0;59;56;116;0
09;489;Fürth;35897;31493;1597;29896;0;10500;4364;8415;3446;629;353;1093;0;323;682;91;0
09;490;Gunzenhausen;28453;23766;864;22902;0;2740;1926;14246;2078;292;115;1311;0;90;89;15;0
09;491;Hersbruck;23549;19506;778;18728;0;5251;1878;5243;2520;2619;298;571;0;162;157;29;0
09;492;Hilpoltstein;20481;18247;584;17663;0;2087;998;12151;1104;689;45;424;0;96;61;8;0
09;493;Lauf a.d. Pegnitz;29970;26806;1072;25734;0;8673;2671;8548;2268;1172;165;1115;0;274;806;42;0
09;494;Neustadt a.d.Aisch;28358;24514;1041;23473;0;4398;4395;9960;3237;563;177;403;0;122;155;63;0
09;495;Nürnberg;29560;25118;1016;24102;0;8424;3107;7276;1730;1163;215;1389;0;280;452;66;0
09;496;Rothenburg ob der Tauber;15114;12837;469;12368;0;951;2276;7111;1435;162;109;51;0;26;33;214;0
09;497;Scheinfeld;15440;13270;507;12763;0;1657;1898;6826;1715;280;82;176;0;43;62;24;0
09;498;Schwabach;36633;31501;1521;29980;0;9882;3234;12441;1773;614;211;1169;0;182;405;69;0
09;499;Uffenheim;28511;23867;955;22912;0;2992;5680;9077;3057;750;290;335;0;165;128;438;0
09;500;Weißenburg i. Bay.;24982;21679;758;20921;0;4740;1215;12416;1132;314;87;817;0;87;101;12;0
09;501;Aschaffenburg, Stadt;33684;27819;1402;26417;0;7445;2174;13803;1035;921;113;295;0;277;335;19;0
09;502;Bad Kissingen, Stadt;11154;9926;274;9652;0;1328;1084;5062;1100;538;222;189;0;61;46;22;0
09;503;Kitzingen, Stadt;10804;9216;257;8959;0;2483;1012;3939;702;266;53;326;0;39;116;23;0
09;504;Schweinfurt, Stadt;33442;30383;1051;29332;0;11007;2479;13484;727;373;78;459;0;153;551;21;0
09;505;Würzburg, Stadt;63268;53449;1457;51992;0;11391;5341;27945;3093;1264;288;945;0;319;1247;159;0
09;506;Alzenau i. UFr.;27835;24584;1355;23229;0;5933;677;13693;1810;417;98;146;0;113;324;18;0
09;507;Aschaffenburg;38823;33911;2001;31910;0;11219;717;15482;2768;701;95;172;0;156;585;15;0
09;508;Bad Kissingen;26185;23323;756;22567;0;2854;883;14985;1807;1571;129;153;0;44;116;25;0
09;509;Bad Neustadt a.d. Saale;21093;19145;534;18611;0;1981;894;13423;1533;447;81;124;0;52;66;10;0
09;510;Brückenau;13420;11447;389;11058;0;1484;944;7042;875;286;205;74;0;49;89;10;0
09;511;Ebern;16652;14846;530;14316;0;1901;2073;7251;1901;738;82;240;0;29;62;39;0
09;512;Gemünden a. Main;13943;12303;428;11875;0;1988;1110;7547;608;338;56;90;0;62;70;6;0
09;513;Gerolzhofen;26722;24163;785;23378;0;2345;1046;13666;2875;3031;77;173;0;54;93;18;0
09;514;Hammelburg;17091;15653;677;14976;0;1658;621;10750;1303;367;106;87;0;24;46;14;0
09;515;Haßfurt;27393;24391;838;23553;0;4161;1543;13780;1947;1543;86;233;0;38;187;35;0
09;516;Hofheim i. UFr.;12935;11365;354;11011;0;1303;2526;5473;1030;410;34;110;0;30;70;25;0
09;517;Karlstadt;25850;23508;806;22702;0;3364;1016;15265;1578;1039;99;128;0;51;154;8;0
09;518;Kitzingen;25539;21943;702;21241;0;4664;2699;10314;2026;939;102;248;0;68;165;16;0
09;519;Königshofen i. Grabfeld;12247;10894;369;10525;0;504;620;6429;1353;1446;35;72;0;7;40;19;0
09;520;Lohr a. Main;21413;19043;801;18242;0;5058;974;9457;1538;613;70;93;0;129;303;7;0
09;521;Marktheidenfeld;26214;22382;746;21636;0;3709;1618;11609;3172;915;74;140;0;100;167;132;0
09;522;Mellrichstadt;15110;13282;448;12834;0;1420;1287;7703;1245;770;168;105;0;16;94;26;0
09;523;Miltenberg;23691;20815;834;19981;0;4386;1316;10198;3142;353;85;132;0;117;233;19;0
09;524;Obernburg a. Main;32885;29076;1260;27816;0;5807;998;16320;3167;701;92;174;0;203;326;28;0
09;525;Ochsenfurt;24663;22365;738;21627;0;3568;1776;12229;2753;656;63;236;0;32;188;126;0
09;526;Schweinfurt;36141;33350;1222;32128;0;6570;1340;20458;1812;1254;87;296;0;86;207;18;0
09;527;Würzburg;42351;37807;1757;36050;0;11489;1768;18412;1931;972;81;422;0;114;776;85;0
09;528;Augsburg, Stadt;136484;114604;2949;111655;0;33528;7835;54515;3189;6637;519;961;0;981;2290;1200;0
09;529;Dillingen a.d. Donau, Stadt;5589;5001;127;4874;0;599;258;3363;269;293;35;24;0;3;16;14;0
09;530;Günzburg, Stadt;6887;6077;173;5904;0;1566;427;2857;435;349;29;34;0;28;49;130;0
09;531;Kaufbeuren, Stadt;15717;14019;421;13598;0;2558;781;7432;1203;623;141;154;0;84;153;469;0
09;532;Kempten (Allgäu), Stadt;28342;23675;717;22958;0;4901;1602;12159;1443;1976;220;232;0;100;285;40;0
09;533;Memmingen, Stadt;17464;15525;363;15162;0;4676;822;7004;814;957;130;62;0;157;181;359;0
09;534;Neuburg a.d. Donau, Stadt;9899;8483;202;8281;0;1155;343;4438;1439;614;64;53;0;27;115;33;0
09;535;Neu-Ulm, Stadt;11662;9915;328;9587;0;2685;953;4706;373;267;100;70;0;226;127;80;0
09;536;Nördlingen, Stadt;9254;8137;164;7973;0;1909;658;4119;844;139;137;42;0;48;64;13;0
09;537;Augsburg;55669;49430;1377;48053;0;11863;2113;25793;2636;3920;173;346;0;218;588;403;0
09;538;Dillingen a.d. Donau;34610;30471;1128;29343;0;4302;782;15575;3877;4129;163;93;0;72;149;201;0
09;539;Donauwörth;35600;31542;1141;30401;0;4232;1021;17214;5269;1887;325;156;0;79;169;49;0
09;540;Friedberg;23404;20615;697;19918;0;3568;529;10490;1868;2935;55;116;0;73;136;148;0
09;541;Füssen;27011;23383;812;22571;0;2985;1259;12237;2210;3034;354;151;0;96;116;129;0
09;542;Günzburg;32704;28626;1114;27512;0;4561;910;14597;2893;3318;177;64;0;66;140;786;0
09;543;Illertissen;25098;22756;542;22214;0;3002;771;13464;2996;1118;442;89;0;74;240;18;0
09;544;Kaufbeuren;24068;21586;654;20932;0;2421;756;11876;2517;2602;190;183;0;95;108;184;0
09;545;Kempten (Allgäu);34645;30783;1102;29681;0;4856;1349;18224;1754;2544;342;220;0;63;290;39;0
09;546;Krumbach (Schwaben);24161;21807;516;21291;0;2195;882;11626;3190;2868;127;51;0;37;80;235;0
09;547;Marktoberdorf;25909;23273;711;22562;0;2476;1286;13902;2526;1713;284;110;0;52;61;152;0
09;548;Memmingen;32273;29289;713;28576;0;3589;1091;17191;3926;2055;155;90;0;152;84;243;0
09;549;Mindelheim;37784;33526;711;32815;0;2860;1170;18289;5298;4353;250;199;0;198;129;69;0
09;550;Neuburg a.d. Donau;26567;22803;750;22053;0;1929;400;12758;4406;2033;122;83;0;38;206;78;0
09;551;Neu-Ulm;28321;25288;808;24480;0;5956;581;14356;1133;1753;136;68;0;134;171;192;0
09;552;Nördlingen;25792;22779;678;22101;0;1896;1895;13995;3306;263;392;161;0;92;73;28;0
09;553;Schwabmünchen;26781;23512;924;22588;0;4357;793;12599;2170;2058;152;136;0;52;141;130;0
09;554;Sonthofen;51021;45045;1526;43519;0;6734;3032;26319;2623;2484;1257;278;0;318;267;207;0
09;555;Wertingen;22271;20284;548;19736;0;2081;808;11180;3188;1873;262;96;0;34;96;118;0
09;556;Lindau (Bodensee), Stadt;17790;15137;417;14720;0;2691;1720;8970;431;295;193;108;0;143;111;58;0
09;557;Lindau (Bodensee);25782;22656;916;21740;0;2538;1430;15397;1264;697;119;92;0;68;98;37;0
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
